,address,latitude,longitude,price,beds,bath,square,build,year,style
410,"412 McIntosh STREET, Regina, Saskatchewan, S4R 5R8",50.4721184,-104.6528446644008,269900,3,2,824,Residential,1973,Freehold
411,"155 Catherwood CRESCENT, Regina, Saskatchewan, S4J 7J8",50.497846949999996,-104.61303925598813,389900,4,3,1262,Residential,1979,Freehold
412,"1941 St John STREET, Regina, Saskatchewan, S4P 1S3",50.448002,-104.60176491706864,134000,3,2,900,Residential,1924,Freehold
413,"573 Elphinstone STREET, Regina, Saskatchewan, S4R 3W8",50.46989615,-104.6308082385421,269999,4,2,1020,Residential,2010,Freehold
414,"877 MCINTOSH STREET, Regina, Saskatchewan, S4T 5B5",50.46474485,-104.65215232944553,287900,4,2,864,Residential,1956,Freehold
416,"2645 Wallace STREET, Regina, Saskatchewan, S4N 4B7",50.436777449999994,-104.5933976,279900,2,2,720,Residential,1944,Freehold
417,"4685 Mutrie CRESCENT, Regina, Saskatchewan, TBA",50.4302655,-104.5167589,411900,3,3,1465,Residential,2022,Freehold
418,"3155 Green Brook ROAD, Regina, Saskatchewan, S4V 3P9",50.4283088,-104.5205175,555000,3,3,1811,Residential,2022,Freehold
419,"5236 Aerial CRESCENT, Regina, Saskatchewan, S4W 0C8",50.401515450000005,-104.65512459196572,399000,3,3,1533,Residential,2012,Freehold
420,"569 Elphinstone STREET, Regina, Saskatchewan, S4R 3W8",50.47004604999999,-104.6308088150189,269999,4,2,1031,Residential,2010,Freehold
421,"46 Hawkes AVENUE, Regina, Saskatchewan, S4X 1B4",50.482960899999995,-104.68004655465042,339000,4,3,1816,Residential,1976,Freehold
422,"238 King STREET, Regina, Saskatchewan, S4R 4H3",50.4213806,-104.6382047,176000,3,1,998,Residential,1979,Freehold
423,"1875 QUEBEC STREET, Regina, Saskatchewan, S4P 1J6",50.4490104,-104.59600268941858,154900,4,2,800,Residential,1954,Freehold
424,"2519 Winnipeg STREET, Regina, Saskatchewan, S4P 1H6",50.43890235,-104.59484919626772,174900,2,1,882,Residential,1927,Freehold
425,"2057 Francis STREET, Regina, Saskatchewan, S4N 2P2",50.44599275,-104.5793833,99900,2,1,520,Residential,1949,Freehold
426,"4536 Buckingham DRIVE E, Regina, Saskatchewan, TBA",50.4293207,-104.5251775,415900,2,3,1484,Residential,2021,Freehold
427,"3240 Green Water DRIVE, Regina, Saskatchewan, S4V 3R5",50.4235611,-104.5163683,459900,3,3,1426,Residential,2021,Freehold
428,"2340 Lorne STREET, Regina, Saskatchewan, S4P 2M9",50.4462351,-104.6137164,199900,3,1,1105,Residential,1911,Freehold
429,"423 KING STREET, Regina, Saskatchewan, S4R 4H5",50.471951250000004,-104.63803949116416,179900,3,2,1200,Residential,1942,Freehold
430,"1055 McTavish STREET, Regina, Saskatchewan, S4T 3V4",50.4618962,-104.63376040026202,89900,2,1,900,Residential,1946,Freehold
431,"464 Halifax STREET, Regina, Saskatchewan, S4R 1T3",50.47111725,-104.60380742649252,99900,2,1,780,Residential,1954,Freehold
432,"1460 Carlton STREET, Regina, Saskatchewan, S4T 7F7",50.45580905,-104.67149470000001,239900,4,2,1056,Residential,1958,Freehold
433,"1634 Longworthy BAY E, Regina, Saskatchewan, S4V 1B7",50.4415231,-104.55911760951247,579900,6,3,1620,Residential,1983,Freehold
434,"155 Bothwell CRESCENT, Regina, Saskatchewan, S4R 5Y7",50.492476249999996,-104.5956799271656,209000,2,2,912,Residential,1974,Freehold
435,"351 Ottawa STREET, Regina, Saskatchewan, S4R 1N6",50.473005900000004,-104.60025380263937,214800,2,1,840,Residential,1972,Freehold
436,"4404 Delhaye WAY, Regina, Saskatchewan, S4W 0P4",50.40827355,-104.66337355677445,489000,4,4,1403,Residential,2015,Freehold
437,"257 Hanley CRESCENT, Regina, Saskatchewan, S4R 5A9",50.48304255,-104.66038039392448,354900,4,2,1050,Residential,1971,Freehold
438,"2398 McGregor PLACE, Regina, Saskatchewan, S4V 2Y4",50.4421416,-104.53480522858013,549000,4,3,1680,Residential,2003,Leasehold
439,"1150 Rose STREET 300, Regina, Saskatchewan, S4R 1Z6",50.4402793,-104.607933,499900,3,2,4512,Condominium,1913,"Loft/Warehouse, High-Rise (4 floors or higher)"
440,"1150 Rose STREET 300, Regina, Saskatchewan, S4R 1Z6",50.4402793,-104.607933,499900,3,2,4512,Condominium,1913,"Loft/Warehouse, High-Rise (4 floors or higher)"
441,"1304 Halifax STREET 101, Regina, Saskatchewan, S4R 1V1",50.4806968,-104.603455,674900,2,3,2042,Condominium,1914,"Loft/Warehouse, Low-Rise (3 floors and under)"
442,"5500 Mitchinson WAY 2414, Regina, Saskatchewan, S4W 0N9",50.4112119,-104.65993949765225,230000,2,2,920,Condominium,2015,"Multi-Level, High-Rise (4 floors or higher)"
443,"2101 Heseltine ROAD 305, Regina, Saskatchewan, S4V 3H1",50.4421642,-104.5403581,259900,2,2,1023,Condominium,2013,"Multi-Level, High-Rise (4 floors or higher)"
444,"5303 Universal CRESCENT 201, Regina, Saskatchewan, S4W 0L1",50.4047999,-104.6567368,259500,2,1,1065,Condominium,2013,"Multi-Level, High-Rise (4 floors or higher)"
445,"2341 Windsor Park ROAD 307, Regina, Saskatchewan, S4V 1R7",50.4413065,-104.5273018,275000,1,1,829,Condominium,2011,"Multi-Level, High-Rise (4 floors or higher)"
446,"2255 Angus STREET 306, Regina, Saskatchewan, S4T 2A3",50.4288579,-104.6196112,169900,1,1,710,Condominium,2013,"Multi-Level, Low-Rise (3 floors and under)"
448,"2255 Angus STREET 306, Regina, Saskatchewan, S4T 2A3",50.4288579,-104.6196112,169900,1,1,710,Condominium,2013,"Multi-Level, Low-Rise (3 floors and under)"
451,"34 Nollet AVENUE 206, Regina, Saskatchewan, S4T 7P9",50.4823308,-104.6707827,84900,1,1,643,Condominium,1977,"Multi-Level, Low-Rise (3 floors and under)"
453,"1821 Scarth STREET 500, Regina, Saskatchewan, S4P 2G9",50.4434755,-104.6108227,799000,2,3,2569,Condominium,1906,"Penthouse, High-Rise (4 floors or higher)"
454,"51 RODENBUSH DRIVE 106, Regina, Saskatchewan, S4R 8C7",50.4973958,-104.5987942,94900,2,1,947,Condominium,1980,"Row/Townhouse Multi-Level, Low-Rise (3 floors and under)"
456,"3826 Dewdney AVENUE E 409, Regina, Saskatchewan, S4Z 0A6",50.4540012,-104.5278841,199900,3,2,1103,Condominium,2013,"Row/Townhouse Multi-Level, Row/Townhouse"
457,"1210 Empress STREET 115, Regina, Saskatchewan, S4T 1G7",50.4509466,-104.6535542,224900,2,3,1087,Condominium,2013,"Row/Townhouse Multi-Level, Row/Townhouse"
458,"3846 7th AVENUE E, Regina, Saskatchewan, S4N 7K8",50.4607943,-104.5319166,179900,3,2,1065,Condominium,1993,"Row/Townhouse Multi-Level, Row/Townhouse"
459,"3453 Elgaard DRIVE, Regina, Saskatchewan, S4X 0N4",50.495075,-104.6231547,259900,2,2,1023,Condominium,2013,"Row/Townhouse Multi-Level, Row/Townhouse"
460,"2760 Cranbourn CRESCENT, Regina, Saskatchewan, S4V 3C1",50.4317484,-104.5244306,219900,2,2,944,Condominium,2002,"Row/Townhouse Multi-Level, Row/Townhouse"
461,"1210 Empress STREET 110, Regina, Saskatchewan, S4T 1G7",50.467169,-104.6539251,203900,2,3,1087,Condominium,2013,"Row/Townhouse Multi-Level, Row/Townhouse"
462,"2305 Victoria AVENUE 601, Regina, Saskatchewan, S4P 0S7",50.44681495,-104.61420179718525,374900,2,2,1693,Condominium,1929,"Row/Townhouse Single Level, High-Rise (4 floors or higher)"
463,"7328 Dalgliesh DRIVE, Regina, Saskatchewan, S4X 2K8",50.4912403,-104.666523,84900,2,1,823,Condominium,1980,"Row/Townhouse Single Level, Low-Rise (3 floors and under)"
464,"7328 Dalgliesh DRIVE, Regina, Saskatchewan, S4X 2K8",50.4912403,-104.666523,84900,2,1,823,Condominium,1980,"Row/Townhouse Single Level, Low-Rise (3 floors and under)"
465,"178 GORE PLACE, Regina, Saskatchewan, S4T 7S4",50.4829264,-104.6697956,89900,1,1,657,Condominium,1980,"Row/Townhouse Single Level, Low-Rise (3 floors and under)"
466,"3255 GREEN BANK ROAD, Regina, Saskatchewan, S4V 1P4",50.4236831,-104.5241573,239900,2,1,1023,Condominium,2011,"Row/Townhouse Single Level, Row/Townhouse"
469,"4850 Harbour Landing DRIVE 6, Regina, Saskatchewan, S4W 0K9",50.4028035,-104.6505854,179900,2,1,1038,Condominium,2015,"Row/Townhouse Single Level, Row/Townhouse"
470,"6553 ROCHDALE BOULEVARD, Regina, Saskatchewan, S4X 2Z1",50.4965698,-104.6410012,149900,2,1,823,Condominium,1982,"Row/Townhouse Single Level, Row/Townhouse"
471,"3501 Evans COURT 412, Regina, Saskatchewan, S4S 0A9",50.42305435,-104.61354659853876,350000,2,2,1270,Condominium,2010,"Single-Level, High-Rise (4 floors or higher)"
472,"3501 Evans COURT 207, Regina, Saskatchewan, S4S 0A9",50.42305435,-104.61354659853876,579900,2,2,1550,Condominium,2010,"Single-Level, High-Rise (4 floors or higher)"
473,"4578 Harbour Landing DRIVE 205, Regina, Saskatchewan, S4W 0T1",50.401984,-104.6446087,468500,2,2,1425,Condominium,2021,"Single-Level, High-Rise (4 floors or higher)"
474,"1901 Victoria AVENUE 807, Regina, Saskatchewan, S4P 3R4",50.44687345,-104.60826162515852,279900,2,2,1109,Condominium,2006,"Single-Level, High-Rise (4 floors or higher)"
476,"4555 Rae STREET 305, Regina, Saskatchewan, S4S 3B2",50.407065700000004,-104.62038134950797,112000,1,1,651,Condominium,1968,"Single-Level, High-Rise (4 floors or higher)"
478,"2206 Dewdney AVENUE 303, Regina, Saskatchewan, S4R 1H3",50.455289,-104.6125437,449900,3,2,2419,Condominium,1913,"Single-Level, High-Rise (4 floors or higher)"
480,"2055 Rose STREET 904, Regina, Saskatchewan, S4P 2A3",50.44626565,-104.60754769976865,405900,2,2,1356,Condominium,2012,"Single-Level, High-Rise (4 floors or higher)"
483,"2830 Gordon ROAD 504, Regina, Saskatchewan, S4S 6A1",50.4046242,-104.6179339,142900,2,1,925,Condominium,1971,"Single-Level, High-Rise (4 floors or higher)"
484,"5303 Universal CRESCENT 410, Regina, Saskatchewan, S4W 0L1",50.4047999,-104.6567368,269900,2,2,947,Condominium,2013,"Single-Level, High-Rise (4 floors or higher)"
486,"1901 Victoria AVENUE 1002, Regina, Saskatchewan, S4P 3R4",50.44687345,-104.60826162515852,289900,2,2,1098,Condominium,2009,"Single-Level, High-Rise (4 floors or higher)"
488,"2909 Arens ROAD E 302, Regina, Saskatchewan, S4V 3A8",50.4337129,-104.5111471,239900,2,2,998,Condominium,2002,"Single-Level, High-Rise (4 floors or higher)"
490,"2055 Rose STREET 904, Regina, Saskatchewan, S4P 2A3",50.44626565,-104.60754769976865,405900,2,2,1356,Condominium,2012,"Single-Level, High-Rise (4 floors or higher)"
491,"2055 Rose STREET 1003, Regina, Saskatchewan, S4P 2A3",50.44626565,-104.60754769976865,432900,2,2,1356,Condominium,2012,"Single-Level, High-Rise (4 floors or higher)"
492,"3225 13th AVENUE 402, Regina, Saskatchewan, S4T 1P5",50.4455154,-104.6210583,134900,2,1,827,Condominium,1911,"Single-Level, High-Rise (4 floors or higher)"
493,"1220 Blackfoot DRIVE 420, Regina, Saskatchewan, S4S 6T2",50.4261412,-104.5996748,279000,1,1,675,Condominium,2012,"Single-Level, High-Rise (4 floors or higher)"
495,"4045 RAE STREET 312, Regina, Saskatchewan, S4S 6Y8",50.4146105,-104.62063694188741,114900,1,1,624,Condominium,1979,"Single-Level, High-Rise (4 floors or higher)"
496,"3630 Haughton ROAD 220, Regina, Saskatchewan, S4V 1P1",50.4404711,-104.5263658,238000,2,2,990,Condominium,2013,"Single-Level, High-Rise (4 floors or higher)"
497,"4555 Rae STREET 403, Regina, Saskatchewan, S4S 3B2",50.407065700000004,-104.62038134950797,165000,2,1,1100,Condominium,1968,"Single-Level, High-Rise (4 floors or higher)"
498,"1220 Blackfoot DRIVE 317, Regina, Saskatchewan, S4S 6T2",50.4261412,-104.5996748,324900,2,2,850,Condominium,2012,"Single-Level, High-Rise (4 floors or higher)"
499,"1545 Neville DRIVE 201, Regina, Saskatchewan, S4Z 0A7",50.4532696,-104.52693588290384,179900,2,1,911,Condominium,2013,"Single-Level, Low-Rise (3 floors and under)"
500,"1610 Dakota DRIVE 305, Regina, Saskatchewan, S4Z 0A5",50.452171449999994,-104.5307018641463,179900,2,1,861,Condominium,2012,"Single-Level, Low-Rise (3 floors and under)"
501,"2160 Heseltine ROAD 301, Regina, Saskatchewan, S4V 1L2",50.44267555,-104.54188469541668,329900,2,2,1061,Condominium,2009,"Single-Level, Low-Rise (3 floors and under)"
502,"3501 Evans COURT 202, Regina, Saskatchewan, S4S 0A9",50.42305435,-104.61354659853876,337500,2,1,1163,Condominium,2010,"Single-Level, Low-Rise (3 floors and under)"
503,"1621 Dakota DRIVE 115, Regina, Saskatchewan, S4Z 1A8",50.4521128,-104.52941334684012,268900,2,2,1141,Condominium,2012,"Single-Level, Low-Rise (3 floors and under)"
504,"2406 Heseltine ROAD 509, Regina, Saskatchewan, S4V 1N9",50.4421642,-104.5403581,189900,3,2,1057,Condominium,1985,"Single-Level, Low-Rise (3 floors and under)"
505,"3946 Robinson STREET 202, Regina, Saskatchewan, S4S 3C8",50.41613835,-104.6243054633999,214900,2,2,945,Condominium,2006,"Single-Level, Low-Rise (3 floors and under)"
506,"2203 ANGUS STREET 103, Regina, Saskatchewan, S4T 2A3",50.443668599999995,-104.61933224161177,147900,1,1,600,Condominium,1999,"Single-Level, Low-Rise (3 floors and under)"
507,"1205 Broad STREET 301, Regina, Saskatchewan, S4R 1Y2",50.45969135,-104.6059221,319500,2,2,1395,Condominium,1920,"Single-Level, Low-Rise (3 floors and under)"
510,"3435 Hillsdale STREET 210, Regina, Saskatchewan, S4S 0A6",50.424933,-104.6008825,399900,2,2,1291,Condominium,2007,"Single-Level, Low-Rise (3 floors and under)"
511,"3420 PARK STREET 201, Regina, Saskatchewan, S4V 2M9",50.424499100000006,-104.57317721037263,159900,2,2,1076,Condominium,1987,"Single-Level, Low-Rise (3 floors and under)"
513,"2727 Victoria AVENUE 304, Regina, Saskatchewan, S4T 1K4",50.4468829,-104.62040705,269000,2,2,1193,Condominium,1987,"Single-Level, Low-Rise (3 floors and under)"
515,"3435 Hillsdale STREET 420, Regina, Saskatchewan, S4V 1K3",50.424933,-104.6008825,548900,2,2,1361,Condominium,2007,"Single-Level, Low-Rise (3 floors and under)"
517,"285 Fines DRIVE, Regina, Saskatchewan, S4N 5T9",50.4502267,-104.5393973,94900,2,1,803,Condominium,1979,"Single-Level, Low-Rise (3 floors and under)"
519,"5055 James Hill ROAD 115, Regina, Saskatchewan, S4W 0B9",50.4023797,-104.649176,179999,2,1,753,Condominium,2011,"Single-Level, Low-Rise (3 floors and under)"
520,"1867 15th AVENUE 302, Regina, Saskatchewan, S4S 4J4",50.4424087,-104.5821696,249000,2,2,1264,Condominium,1989,"Single-Level, Low-Rise (3 floors and under)"
522,"1700 Badham BOULEVARD 306, Regina, Saskatchewan, S4P 0J7",50.4390256,-104.6047007,499900,2,2,1216,Condominium,2015,"Single-Level, Low-Rise (3 floors and under)"
523,"1700 Badham BOULEVARD 301, Regina, Saskatchewan, S4P 0J7",50.4390256,-104.6047007,799900,3,3,2207,Condominium,2015,"Single-Level, Low-Rise (3 floors and under)"
525,"70B Nollet AVENUE, Regina, Saskatchewan, S4T 7T9",50.4823308,-104.6707827,107900,1,1,700,Condominium,1977,"Single-Level, Low-Rise (3 floors and under)"
526,"5303 Universal CRESCENT 404, Regina, Saskatchewan, S4W 0L1",50.404034,-104.6567292,259900,2,2,947,Condominium,2013,"Single-Level, Low-Rise (3 floors and under)"
528,"7326 Bennett DRIVE, Regina, Saskatchewan, S4X 2V3",50.490875,-104.6865183,129900,2,1,823,Condominium,1980,"Single-Level, Row/Townhouse"
531,"5071 James Hill ROAD 150, Regina, Saskatchewan, S4W 0B9",50.4023797,-104.649176,179950,2,1,753,Condominium,2010,"Single-Level, Row/Townhouse"
532,"1825 Wallace Street, Regina, Saskatchewan, S4N 3Z8",50.4498381,-104.59344897123077,54900,2,1,520,Residential,1914,Freehold
535,"2157 Rae Street, Regina, Saskatchewan, S4T2E8",50.4444244,-104.62065485,69900,0,1,300,Residential,1967,Low rise
